include,topic,page_title,category,game,source_category,source_url,pageid
1,corporal_sterling,Corporal Sterling,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Corporal_Sterling,103149
1,cpl_william_farber,Cpl. William Farber,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Cpl._William_Farber,105698
1,craig_boone,Craig Boone,person,fnv,curated,,
1,daniel,Daniel (Honest Hearts),person,fnv,curated,,
1,dean_domino,Dean Domino,person,fnv,curated,,
1,deputy_beagle,Deputy Beagle,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Deputy_Beagle,84088
1,doc_mitchell,Doc Mitchell,person,fnv,curated,,
1,doctor_henry,Doctor Henry,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Doctor_Henry,22626
1,doctor_klein,Doctor Klein,person,fnv,curated,,
1,doctor_mobius,Doctor Mobius,person,fnv,curated,,
1,dog_and_god,Dog and God,person,fnv,curated,,
1,ed_e,ED-E,person,fnv,curated,,
1,easy_pete,Easy Pete,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Easy_Pete,56856
1,elder_mcnamara,Elder McNamara,person,fnv,curated,,
1,emily_ortal,Emily Ortal,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Emily_Ortal,104370
1,fantastic,Fantastic,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Fantastic,56865
1,father_elijah,Father Elijah,person,fnv,curated,,
1,general_lee_oliver,General Lee Oliver,person,fnv,curated,,
1,gloria_van_graff,Gloria Van Graff,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Gloria_Van_Graff,100840
1,head_paladin_hardin,Head Paladin Hardin,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Head_Paladin_Hardin,104142
1,jas_wilkins,Jas Wilkins,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Jas_Wilkins,104798
1,jeannie_may_crawford,Jeannie May Crawford,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Jeannie_May_Crawford,67111
1,jerry_the_punk,Jerry the Punk,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Jerry_the_Punk,103835
1,joshua_graham,Joshua Graham,person,fnv,curated,,
1,judah_kreger,Judah Kreger,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Judah_Kreger,105969
1,klamath_bob,Klamath Bob,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Klamath_Bob,103697
1,legate_lanius,Legate Lanius,person,fnv,curated,,
1,lily_bowen,Lily (Nightkin),person,fnv,curated,,
1,lt_carrie_boyd,Lt. Carrie Boyd,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Lt._Carrie_Boyd,105890
1,major_knight,Major Knight,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Major_Knight,103845
1,old_ben,Old Ben,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Old_Ben,101769
1,old_lady_gibson,Old Lady Gibson,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Old_Lady_Gibson,13438
1,papa_khan,Papa Khan,person,fnv,curated,,
1,philippe,Philippe,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Philippe,12995
1,pvt_davey_crenshaw,Pvt. Davey Crenshaw,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Pvt._Davey_Crenshaw,111125
1,ranger_andy,Ranger Andy,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Ranger_Andy,8132
1,ranger_dobson,Ranger Dobson,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Ranger_Dobson,104318
1,ranger_ghost,Ranger Ghost,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Ranger_Ghost,92167
1,ranger_jackson,Ranger Jackson,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Ranger_Jackson,103874
1,raul,Raul (Fallout: New Vegas),person,fnv,curated,,
1,rex,Rex (Cyberdog),person,fnv,curated,,
1,robert_house,Robert House,person,fnv,curated,,
1,sergeant_bitter_root,Sergeant Bitter-Root,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Sergeant_Bitter-Root,104311
1,sgt_daniel_contreras,Sgt. Daniel Contreras,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Sgt._Daniel_Contreras,104314
1,silus,Silus,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Silus,105428
1,tech_sergeant_reyes,Tech Sergeant Reyes,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Tech_Sergeant_Reyes,104403
1,the_forecaster,The Forecaster,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/The_Forecaster,13380
1,thomas_hildern,Thomas Hildern,person,fnv,Fallout: New Vegas characters,https://fallout.wiki/wiki/Thomas_Hildern,103437
1,ulysses,Ulysses,person,fnv,curated,,
1,veronica_santangelo,Veronica,person,fnv,curated,,
1,yes_man,Yes Man,person,fnv,curated,,
