npc_name,worldknowledge_tags
ironbelly,"community:big_mt,person:ironbelly,place:big_mt,race:robot,region:mojave,role:soldier"
isaac,"domain:firearms,person:isaac,race:human,region:mojave,role:caravaner"
jack__nellisjack,"community:nellis_air_force_base,person:jack,place:nellis_air_force_base,race:human,region:mojave"
jack__vrrcjack,"domain:chemistry,faction:great_khans,person:jack,race:human,region:mojave,role:leader,role:tribal"
jackal_gang_leader,"domain:explosives,domain:survival,person:jackal_gang_leader,race:human,region:mojave,role:leader,role:raider,role:survivalist"
jackal_gang_leader_nhps,"person:jackal_gang_leader_nhps,race:human,role:leader,role:raider"
jackal_gang_leader_nipton_road_pit_stop,"person:jackal_gang_leader_nipton_road_pit_stop,race:human,role:leader,role:raider"
jackal_gang_leader_prospector+s_den,"person:jackal_gang_leader_prospector_s_den,role:leader,role:raider"
jackal_gang_member,"domain:firearms,domain:survival,person:jackal_gang_member,race:human,region:mojave,role:raider,role:survivalist,role:tribal"
jacklyn,"domain:survival,person:jacklyn,race:human,region:mojave,role:hunter,role:survivalist"
jackson_dead,"community:camp_mccarran,domain:survival,faction:ncr,person:jackson_dead,place:camp_mccarran,race:human,region:mojave,role:survivalist"
jackson_kreger,"community:hoover_dam,domain:explosives,domain:military,faction:ncr,person:jackson_kreger,place:hoover_dam,race:human,region:mojave,role:military"
jacob,"community:freeside,domain:energy_weapons,person:jacob,place:freeside,race:human,region:mojave,role:soldier"
jacob_hoff,"community:freeside,domain:chemistry,domain:medicine,person:jacob_hoff,place:freeside,race:human,region:mojave,role:medic"
james_garret,"community:freeside,person:james_garret,place:freeside,race:human,region:mojave"
jane,"community:new_vegas_strip,person:jane,place:new_vegas_strip,race:robot,region:mojave"
janet,"community:nellis_air_force_base,person:janet,place:nellis_air_force_base,race:human,region:mojave,role:caravaner"
jas_wilkins,"community:new_vegas,domain:firearms,domain:trade,person:jas_wilkins,place:new_vegas,race:human,region:mojave,role:merchant"
jason_bright,"domain:survival,person:jason_bright,role:leader,role:survivalist"
jay_barnes,"community:new_vegas,faction:white_glove_society,person:jay_barnes,place:new_vegas,race:human,region:mojave"
jean-baptiste_cutting,"community:freeside,domain:energy_weapons,person:jean_baptiste_cutting,place:freeside,race:human,region:mojave"
jeannie_may_crawford,"community:novac,person:jeannie_may_crawford,place:novac,race:human,region:mojave"
jed_masterson,"community:zion_canyon,domain:trade,person:jed_masterson,place:zion_canyon,race:human,region:mojave,role:caravaner"
jenny_millet,"person:jenny_millet,race:human"
jensen,"community:hoover_dam,faction:ncr,person:jensen,place:hoover_dam,race:human,region:mojave,role:soldier"
jerry_the_punk,"community:red_rock_canyon,faction:great_khans,person:jerry_the_punk,place:red_rock_canyon,race:human,region:mojave"
jessup,"community:goodsprings,domain:survival,faction:great_khans,person:jessup,place:goodsprings,race:human,region:mojave,role:leader,role:survivalist"
jimmy,"community:westside,domain:survival,person:jimmy,place:westside,race:human,region:mojave,role:survivalist"
joana,"community:freeside,person:joana,place:freeside,race:human,region:mojave"
joe_cobb,"community:goodsprings,domain:explosives,faction:powder_gangers,person:joe_cobb,place:goodsprings,region:mojave,role:leader"
johnny,"community:goodsprings,domain:survival,person:johnny,place:goodsprings,race:human,region:mojave,role:survivalist"
johnson_nash,"community:primm,domain:trade,faction:powder_gangers,person:johnson_nash,place:primm,race:human,region:mojave,role:caravaner"
joshua_graham,"community:zion_canyon,domain:firearms,faction:caesars_legion,person:joshua_graham,place:zion_canyon,region:mojave,role:tribal"
judah_kreger,"community:westside,domain:military,domain:trade,person:judah_kreger,place:westside,region:mojave,role:leader,role:military"
jules,"domain:survival,person:jules,race:human,region:mojave,role:caravaner,role:soldier,role:survivalist"
julie_farkas,"community:freeside,domain:medicine,faction:followers_of_the_apocalypse,person:julie_farkas,place:freeside,race:human,region:mojave,role:medic"
karl__vrrckarl,"community:red_rock_canyon,faction:great_khans,person:karl,place:red_rock_canyon,race:human,region:mojave,role:tribal"
kate,"community:new_vegas,domain:survival,person:kate,place:new_vegas,race:human,region:mojave,role:survivalist"
keely,"domain:survival,person:keely,race:ghoul,region:mojave,role:researcher,role:survivalist"
keene,"community:jacobstown,person:keene,place:jacobstown,race:nightkin,region:mojave,role:leader"
keith,"person:keith,race:human,role:caravaner"
keller,"community:westside,faction:ncr,person:keller,place:westside,race:human,region:mojave,role:courier"
kenny_weathers,"domain:survival,person:kenny_weathers,race:human,region:mojave,role:survivalist"
king_groupie,"community:freeside,person:king_groupie,place:freeside,race:human,region:mojave"
kings_gang_member,"community:freeside,person:kings_gang_member,place:freeside,race:human,region:mojave"
klamath_bob,"community:westside,domain:trade,person:klamath_bob,place:westside,region:mojave,role:merchant,role:soldier"
knight_hidden_valley,"community:hidden_valley,domain:engineering,faction:brotherhood_of_steel,person:knight_hidden_valley,place:hidden_valley,race:human,region:mojave,role:engineer"
knight_torres,"community:hidden_valley,faction:brotherhood_of_steel,person:knight_torres,place:hidden_valley,race:human,region:mojave"
lacey,"community:new_vegas,domain:trade,faction:ncr,person:lacey,place:new_vegas,race:human,region:mojave,role:caravaner,role:merchant"
lady_jane,"community:freeside,domain:survival,domain:trade,faction:ncr,person:lady_jane,place:freeside,race:human,region:mojave,role:caravaner,role:survivalist"
lander,"domain:technology,faction:brotherhood_of_steel,person:lander,race:human,region:mojave"
layla,"community:primm,domain:military,domain:survival,faction:ncr,person:layla,place:primm,race:human,region:mojave,role:leader,role:military,role:survivalist"
lee,"domain:explosives,faction:ncr,faction:powder_gangers,person:lee,race:human,region:mojave,role:leader"
legate_lanius,"community:hoover_dam,domain:military,faction:caesars_legion,person:legate_lanius,place:hoover_dam,race:human,region:mojave,role:leader,role:military,role:tribal"
legion_child,"faction:caesars_legion,person:legion_child,race:human,region:mojave"
legion_explorer,"faction:caesars_legion,person:legion_explorer,race:human,region:mojave"
legion_vexillarius,"faction:caesars_legion,person:legion_vexillarius,race:human,region:mojave"
legionary_assassin,"faction:caesars_legion,person:legionary_assassin,race:human,region:mojave"
legionary_blacksmith,"faction:caesars_legion,person:legionary_blacksmith,race:human,region:mojave"
legionary_instructor,"domain:military,faction:caesars_legion,person:legionary_instructor,race:human,region:mojave,role:military"
legionary_main_gate_guard,"person:legionary_main_gate_guard,race:human,role:soldier"
lieutenant_carrie_boyd,"community:camp_mccarran,domain:military,faction:ncr,person:lieutenant_carrie_boyd,place:camp_mccarran,race:human,region:mojave,role:military"
lieutenant_gorobets,"community:camp_mccarran,domain:survival,faction:fiends,faction:ncr,person:lieutenant_gorobets,place:camp_mccarran,race:human,region:mojave,role:leader,role:survivalist"
lieutenant_haggerty,"community:hoover_dam,domain:military,faction:ncr,person:lieutenant_haggerty,place:hoover_dam,race:human,region:mojave,role:military"
lieutenant_hayes,"community:primm,domain:military,faction:ncr,person:lieutenant_hayes,place:primm,race:human,region:mojave,role:military"
lieutenant_markland,"domain:medicine,faction:ncr,person:lieutenant_markland,race:human,region:mojave,role:medic"
lieutenant_monroe,"community:novac,faction:ncr,person:lieutenant_monroe,place:novac,race:human,region:mojave"
lieutenant_romanowski,"domain:military,faction:ncr,person:lieutenant_romanowski,race:human,region:mojave,role:leader,role:military"
light_switch_01,"community:big_mt,person:light_switch_01,place:big_mt,region:mojave"
light_switch_02,"community:big_mt,person:light_switch_02,place:big_mt,region:mojave"
lily_bowen,"community:jacobstown,person:lily_bowen,place:jacobstown,race:nightkin,region:mojave"
lindsay,"community:nellis_air_force_base,person:lindsay,place:nellis_air_force_base,race:human,region:mojave"
little_beard,"community:freeside,domain:firearms,person:little_beard,place:freeside,race:human,region:mojave"
little_buster__1elittlebuster,"community:camp_mccarran,person:little_buster,place:camp_mccarran,race:human,region:mojave,role:caravaner,role:hunter,role:soldier"
little_buster__littlebusterdead,"community:camp_mccarran,person:little_buster,place:camp_mccarran,race:human,region:mojave,role:caravaner,role:hunter,role:soldier"
liza_o+malley,"community:new_vegas,faction:ncr,person:liza_o_malley,place:new_vegas,race:human,region:mojave"
local,"community:freeside,person:local,place:freeside,race:human,region:mojave"
logan,"domain:survival,person:logan,race:human,role:caravaner,role:survivalist"
loyal,"community:nellis_air_force_base,person:loyal,place:nellis_air_force_base,race:human,region:mojave"
lucius,"person:lucius,role:soldier"
lupa__fortlupa,"domain:survival,person:lupa,race:dog,region:mojave,role:survivalist"
lupa__fortlupagladiator,"person:lupa,race:dog"
lupe,"person:lupe,race:human,region:mojave"
mags,"domain:military,faction:ncr,person:mags,race:human,region:mojave,role:leader,role:military"
major_dhatri,"community:camp_mccarran,domain:military,faction:ncr,person:major_dhatri,place:camp_mccarran,region:mojave,role:leader,role:military"
major_elizabeth_kieran,"community:freeside,domain:military,faction:ncr,person:major_elizabeth_kieran,place:freeside,race:human,region:mojave,role:military"
major_joseph_polatli,"community:hoover_dam,domain:military,faction:ncr,person:major_joseph_polatli,place:hoover_dam,race:human,region:mojave,role:leader,role:military"
major_knight,"community:primm,faction:ncr,person:major_knight,place:primm,race:human,region:mojave"
malcolm_holmes,"domain:survival,domain:trade,person:malcolm_holmes,race:human,region:mojave,role:survivalist"
malefic_maud,"community:freeside,domain:survival,person:malefic_maud,place:freeside,region:mojave,role:leader,role:survivalist"
man,"community:freeside,domain:explosives,person:man,place:freeside,race:human,region:mojave"
manny_vargas,"community:novac,domain:military,faction:great_khans,person:manny_vargas,place:novac,race:human,region:mojave,role:leader,role:military"
marco__westsidemarco,"community:westside,person:marco,place:westside,race:human,region:mojave"
marcus,"community:jacobstown,domain:survival,person:marcus,place:jacobstown,race:super_mutant,region:mojave,role:leader,role:survivalist"
marie_pappas,"community:new_vegas,domain:military,faction:ncr,person:marie_pappas,place:new_vegas,race:human,region:mojave,role:leader,role:military"
marjorie,"community:new_vegas_strip,domain:politics,faction:white_glove_society,person:marjorie,place:new_vegas_strip,race:human,region:mojave,role:leader"
martina_groesbeck,"community:new_vegas,person:martina_groesbeck,place:new_vegas,race:human,region:mojave"
matiz,"domain:technology,faction:brotherhood_of_steel,person:matiz,race:human,region:mojave"
maude,"community:westside,person:maude,place:westside,race:human,region:mojave"
max,"community:freeside,domain:survival,person:max,place:freeside,race:human,region:mojave,role:survivalist"
mcmurphy,"community:goodsprings,faction:great_khans,person:mcmurphy,place:goodsprings,race:human,region:mojave,role:leader"
mean_sonofabitch,"community:westside,person:mean_sonofabitch,place:westside,race:super_mutant,region:mojave"
melissa,"domain:survival,faction:great_khans,person:melissa,race:human,region:mojave,role:leader,role:survivalist"
melody,"person:melody,region:mojave"
mercenary__fnv_category_fallout_new_vegas_human_characters,"domain:firearms,domain:survival,person:mercenary,race:human,region:mojave,role:caravaner,role:survivalist"
meyers,"domain:survival,person:meyers,race:human,region:mojave,role:survivalist"
michael_angelo,"community:new_vegas,person:michael_angelo,place:new_vegas,race:human,region:mojave"
michelle_kerr,"community:primm,domain:survival,person:michelle_kerr,place:primm,race:human,region:mojave,role:merchant,role:survivalist"
mick,"community:freeside,domain:explosives,domain:medicine,person:mick,place:freeside,race:human,region:mojave,role:medic,role:merchant"
mick__ralph+s_crier,"community:freeside,domain:survival,person:mick,place:freeside,region:mojave,role:survivalist"
miguel,"community:westside,faction:fiends,person:miguel,place:westside,race:human,region:mojave,role:merchant"
mike_lawson,"community:hoover_dam,domain:engineering,faction:ncr,person:mike_lawson,place:hoover_dam,region:mojave,role:engineer"
milo__nvnelsonrangermilo,"domain:survival,faction:ncr,person:milo,race:human,region:mojave,role:leader,role:survivalist"
mini_boomer,"community:nellis_air_force_base,domain:survival,person:mini_boomer,place:nellis_air_force_base,region:mojave,role:survivalist"
miss_fortune_character,"domain:explosives,person:miss_fortune_character,race:human,role:soldier"
missionary,"community:freeside,faction:ncr,person:missionary,place:freeside,race:human,region:mojave"
mister_holdout,"community:new_vegas_strip,domain:trade,person:mister_holdout,place:new_vegas_strip,race:human,region:mojave"
moe,"person:moe,race:human,role:leader"
morgan_blake,"domain:survival,faction:ncr,person:morgan_blake,race:human,region:mojave,role:survivalist"
mortimer,"faction:white_glove_society,person:mortimer,race:human,region:mojave,role:leader"
motor-runner,"domain:survival,domain:trade,faction:fiends,person:motor_runner,race:human,region:mojave,role:leader,role:survivalist"
mr_house,"community:new_vegas,domain:engineering,domain:politics,domain:robotics,domain:technology,person:mr_house,place:new_vegas,race:human,region:mojave,role:engineer,role:leader,role:tribal"
mr_new_vegas,"community:new_vegas,person:mr_new_vegas,place:new_vegas,region:mojave"
mr_radical,"domain:survival,person:mr_radical,race:human,region:mojave,role:survivalist"
mr_soren,"community:freeside,person:mr_soren,place:freeside,race:human,region:mojave"
mrs_hostetler,"community:new_vegas,person:mrs_hostetler,place:new_vegas,race:human,region:mojave"
mrs_mcbain,"community:primm,domain:survival,person:mrs_mcbain,place:primm,race:human,region:mojave,role:survivalist"
mrs_weathers,"domain:survival,person:mrs_weathers,race:human,region:mojave,role:survivalist"
muggy,"community:big_mt,domain:robotics,person:muggy,place:big_mt,race:robot,region:mojave"
mysterious_stranger_character,"person:mysterious_stranger_character,region:mojave,role:soldier"
ncr_engineer,"community:hoover_dam,domain:engineering,domain:military,faction:ncr,person:ncr_engineer,place:hoover_dam,region:mojave,role:engineer,role:military"
ncr_heavy_trooper,"community:hoover_dam,faction:ncr,person:ncr_heavy_trooper,place:hoover_dam,region:mojave"
ncr_military_police,"community:new_vegas,domain:military,faction:ncr,person:ncr_military_police,place:new_vegas,race:human,region:mojave,role:military"
ncr_prospector,"domain:firearms,domain:survival,person:ncr_prospector,race:human,region:mojave,role:survivalist"
ncr_ranger,"domain:survival,faction:ncr,person:ncr_ranger,race:human,region:mojave,role:leader,role:soldier,role:survivalist"
ncr_ranger_hit_squad,"domain:survival,faction:ncr,person:ncr_ranger_hit_squad,race:human,region:mojave,role:survivalist"
ncr_ranger_veteran_commander,"community:hoover_dam,domain:military,domain:survival,faction:ncr,person:ncr_ranger_veteran_commander,place:hoover_dam,race:human,region:mojave,role:leader,role:military,role:survivalist"
ncr_recruit,"community:camp_mccarran,domain:firearms,domain:military,faction:ncr,person:ncr_recruit,place:camp_mccarran,race:human,region:mojave,role:military"
ncr_sergeant,"faction:ncr,person:ncr_sergeant,race:human,region:mojave,role:leader"
ncr_trooper,"community:hoover_dam,domain:medicine,domain:survival,faction:ncr,person:ncr_trooper,place:hoover_dam,race:human,region:mojave,role:medic,role:soldier,role:survivalist"
ncr_veteran_ranger,"domain:survival,faction:ncr,person:ncr_veteran_ranger,race:human,region:mojave,role:survivalist"
neil,"community:jacobstown,domain:history,domain:survival,person:neil,place:jacobstown,race:super_mutant,region:mojave,role:survivalist"
nero,"community:new_vegas,domain:survival,person:nero,place:new_vegas,race:human,region:mojave,role:survivalist"
new_vegas_citizen,"community:new_vegas,domain:survival,faction:ncr,person:new_vegas_citizen,place:new_vegas,race:human,region:mojave,role:hunter,role:survivalist"
new_vegas_resident,"community:new_vegas_strip,domain:survival,person:new_vegas_resident,place:new_vegas_strip,race:human,region:mojave,role:survivalist"
no-bark_noonan,"community:novac,person:no_bark_noonan,place:novac,race:human,region:mojave,role:caravaner,role:scientist"
north_vegas_resident,"community:new_vegas_strip,domain:survival,person:north_vegas_resident,place:new_vegas_strip,race:human,region:mojave,role:survivalist"
norton,"community:jacobstown,person:norton,place:jacobstown,race:human,region:mojave"
novac_settler,"community:novac,domain:survival,domain:trade,person:novac_settler,place:novac,race:human,region:mojave,role:survivalist"
number_27,"community:big_mt,domain:survival,person:number_27,place:big_mt,race:ghoul,region:mojave,role:survivalist"
number_34,"community:big_mt,domain:survival,person:number_34,place:big_mt,race:ghoul,region:mojave,role:survivalist"
o+hanrahan,"faction:ncr,person:o_hanrahan,race:human,region:mojave"
old_ben,"community:freeside,domain:history,domain:survival,person:old_ben,place:freeside,region:mojave,role:survivalist"
old_lady_gibson,"community:novac,person:old_lady_gibson,place:novac,race:human,region:mojave,role:merchant"
oliver_swanick,"domain:survival,faction:powder_gangers,person:oliver_swanick,race:human,region:mojave,role:survivalist"
omerta_thug,"community:new_vegas,person:omerta_thug,place:new_vegas,race:human,region:mojave,role:soldier"
orion_moreno,"community:new_vegas,domain:military,domain:survival,person:orion_moreno,place:new_vegas,race:human,region:mojave,role:military,role:survivalist"
orris,"community:freeside,person:orris,place:freeside,race:human,region:mojave,role:soldier"
oscar_velasco,"community:red_rock_canyon,domain:survival,faction:great_khans,faction:ncr,person:oscar_velasco,place:red_rock_canyon,race:human,region:mojave,role:raider,role:survivalist"
otho,"faction:caesars_legion,person:otho,race:human,region:mojave,role:leader"
owen,"person:owen,race:human"
pablo_miller,"domain:survival,person:pablo_miller,race:human,region:mojave,role:survivalist"
pacer,"community:freeside,domain:survival,faction:the_kings,person:pacer,place:freeside,race:human,region:mojave,role:survivalist"
paladin__fnv_category_fallout_new_vegas_human_characters,"community:hidden_valley,domain:energy_weapons,faction:brotherhood_of_steel,person:paladin,place:hidden_valley,race:human,region:mojave"
paladin_ramos,"community:hidden_valley,domain:survival,faction:brotherhood_of_steel,person:paladin_ramos,place:hidden_valley,race:human,region:mojave,role:survivalist"
paladin_sato,"faction:brotherhood_of_steel,person:paladin_sato,race:human,region:mojave"
papa_khan,"community:new_vegas,domain:history,domain:military,faction:great_khans,person:papa_khan,place:new_vegas,region:mojave,role:leader,role:military,role:tribal"
pauline_wins,"community:new_vegas,domain:firearms,person:pauline_wins,place:new_vegas,race:human,region:mojave"
pearl,"community:nellis_air_force_base,domain:firearms,domain:history,domain:survival,faction:boomers,person:pearl,place:nellis_air_force_base,race:human,region:mojave,role:leader,role:survivalist"
pete,"community:nellis_air_force_base,domain:history,faction:boomers,person:pete,place:nellis_air_force_base,race:human,region:mojave,role:historian"
philip_lem,"faction:ncr,faction:powder_gangers,person:philip_lem,race:human,region:mojave,role:leader"
philippe,"person:philippe,race:human"
piers_isley,"domain:politics,person:piers_isley,race:human"
poindexter,"faction:ncr,person:poindexter,race:human,region:mojave"
powder_ganger,"domain:firearms,faction:ncr,faction:powder_gangers,person:powder_ganger,race:human,region:mojave"
powder_ganger_bodyguard,"domain:firearms,faction:ncr,faction:powder_gangers,person:powder_ganger_bodyguard,race:human,region:mojave,role:leader,role:soldier"
powder_ganger_deputy,"community:primm,domain:explosives,domain:survival,faction:powder_gangers,person:powder_ganger_deputy,place:primm,race:human,region:mojave,role:survivalist"
praetorian_guard,"domain:firearms,faction:caesars_legion,person:praetorian_guard,race:human,region:mojave,role:soldier"
president_aaron_kimball,"community:hoover_dam,domain:military,domain:politics,faction:ncr,person:president_aaron_kimball,place:hoover_dam,race:human,region:mojave,role:leader,role:military"
pretty_sarah,"community:westside,domain:survival,person:pretty_sarah,place:westside,race:human,region:mojave,role:survivalist"
prime_decanus,"domain:firearms,faction:caesars_legion,person:prime_decanus,race:human,region:mojave,role:leader"
prime_legionary,"community:hoover_dam,faction:caesars_legion,person:prime_legionary,place:hoover_dam,race:human,region:mojave,role:soldier"
primm_resident,"community:primm,domain:survival,person:primm_resident,place:primm,region:mojave,role:survivalist"
primm_slim,"community:primm,domain:history,domain:robotics,person:primm_slim,place:primm,race:robot,region:mojave"
private_ackerman,"community:novac,domain:survival,faction:great_khans,faction:ncr,person:private_ackerman,place:novac,race:human,region:mojave,role:survivalist"
private_christina_morales,"community:camp_mccarran,domain:military,faction:ncr,person:private_christina_morales,place:camp_mccarran,race:human,region:mojave,role:military"
private_gilbert,"community:novac,domain:military,faction:great_khans,faction:ncr,person:private_gilbert,place:novac,race:human,region:mojave,role:military"
private_halford,"community:camp_mccarran,domain:military,domain:survival,faction:ncr,person:private_halford,place:camp_mccarran,race:human,region:mojave,role:military,role:soldier,role:survivalist"
private_jake_erwin,"community:new_vegas,domain:military,faction:ncr,person:private_jake_erwin,place:new_vegas,race:human,region:mojave,role:caravaner,role:military"
private_james_sexton,"faction:ncr,person:private_james_sexton,race:human,region:mojave"
private_jeremy_watson,"community:hoover_dam,domain:survival,faction:ncr,person:private_jeremy_watson,place:hoover_dam,race:human,region:mojave,role:survivalist"
private_kowalski,"community:camp_mccarran,domain:military,faction:ncr,person:private_kowalski,place:camp_mccarran,race:human,region:mojave,role:caravaner,role:military"
private_kyle_edwards__campsearchlight_pvtedwards,"domain:survival,faction:ncr,person:private_kyle_edwards,race:ghoul,region:mojave,role:soldier,role:survivalist"
private_kyle_edwards__campsearchlight_pvtedwards_317,"domain:military,domain:survival,faction:ncr,person:private_kyle_edwards,race:human,region:mojave,role:military,role:survivalist"
private_ortega,"community:new_vegas,domain:firearms,faction:ncr,person:private_ortega,place:new_vegas,race:human,region:mojave"
private_renolds,"domain:survival,faction:ncr,person:private_renolds,race:human,region:mojave,role:survivalist"
private_stone,"domain:medicine,domain:survival,faction:ncr,person:private_stone,race:human,region:mojave,role:medic,role:survivalist"
private_tyrone,"community:primm,domain:military,faction:great_khans,faction:ncr,person:private_tyrone,place:primm,race:human,region:mojave,role:military"
prospector,"domain:firearms,domain:survival,person:prospector,race:human,region:mojave,role:survivalist"
prospector_merchant,"domain:survival,person:prospector_merchant,race:human,region:mojave,role:merchant,role:survivalist"
quarry_worker,"community:new_vegas,domain:survival,person:quarry_worker,place:new_vegas,race:human,region:mojave,role:survivalist"
quartermaster_bardon,"community:hoover_dam,domain:military,domain:trade,faction:ncr,person:quartermaster_bardon,place:hoover_dam,race:human,region:mojave,role:military"
quartermaster_mayes,"domain:military,faction:ncr,person:quartermaster_mayes,region:mojave,role:caravaner,role:military"
quincy,"domain:survival,faction:ncr,person:quincy,race:human,region:mojave,role:survivalist"
rachael__vault3prisoner02,"domain:trade,person:rachael,race:human,region:mojave,role:caravaner"
rad_pack_dancer,"community:new_vegas_strip,person:rad_pack_dancer,place:new_vegas_strip,race:human,region:mojave"
raider__deadraider1meleecf,"community:novac,domain:survival,person:raider,place:novac,race:human,region:mojave,role:raider,role:survivalist"
ralph__vfsralph,"community:freeside,domain:trade,person:ralph,place:freeside,race:human,region:mojave,role:merchant"
rancorous_ruth,"community:freeside,domain:survival,person:rancorous_ruth,place:freeside,region:mojave,role:survivalist"
randall_clark,"community:zion_canyon,domain:survival,person:randall_clark,place:zion_canyon,race:human,region:mojave,role:soldier,role:survivalist"
ranger_andy,"community:novac,faction:ncr,person:ranger_andy,place:novac,race:human,region:mojave"
ranger_dobson,"community:hidden_valley,domain:survival,faction:ncr,faction:powder_gangers,person:ranger_dobson,place:hidden_valley,race:human,region:mojave,role:raider,role:survivalist"
ranger_erasmus,"domain:military,domain:survival,faction:ncr,person:ranger_erasmus,race:human,region:mojave,role:leader,role:military,role:survivalist"
ranger_ericsen,"faction:ncr,person:ranger_ericsen,race:human,region:mojave,role:leader"
ranger_ghost,"faction:ncr,person:ranger_ghost,race:human,region:mojave"
ranger_grant,"community:hoover_dam,faction:ncr,person:ranger_grant,place:hoover_dam,region:mojave,role:leader"
ranger_jackson,"faction:ncr,person:ranger_jackson,race:human,region:mojave,role:leader"
ranger_kudlow,"community:red_rock_canyon,domain:firearms,domain:military,faction:great_khans,faction:ncr,person:ranger_kudlow,place:red_rock_canyon,race:human,region:mojave,role:leader,role:military"
ranger_pason,"domain:military,faction:ncr,person:ranger_pason,race:human,region:mojave,role:military"
ranger_rebecca_lineholm,"domain:survival,faction:ncr,person:ranger_rebecca_lineholm,race:human,region:mojave,role:leader,role:survivalist"
ranger_stella,"domain:survival,faction:caesars_legion,faction:ncr,person:ranger_stella,race:human,region:mojave,role:survivalist"
ranger_stevens,"community:hoover_dam,faction:ncr,person:ranger_stevens,place:hoover_dam,race:human,region:mojave"
raquel,"community:nellis_air_force_base,faction:boomers,person:raquel,place:nellis_air_force_base,race:human,region:mojave"
raseleanne,"community:nellis_air_force_base,domain:military,faction:brotherhood_of_steel,person:raseleanne,place:nellis_air_force_base,race:human,region:mojave,role:military"
raul_tejada,"domain:firearms,domain:survival,person:raul_tejada,race:ghoul,role:survivalist"
razz,"community:red_rock_canyon,domain:survival,faction:ncr,person:razz,place:red_rock_canyon,race:human,region:mojave,role:survivalist"
recruit_decanus,"faction:caesars_legion,person:recruit_decanus,race:human,region:mojave,role:leader"
recruit_legionary,"domain:survival,faction:caesars_legion,person:recruit_legionary,race:human,region:mojave,role:survivalist"
red_lucy,"community:westside,domain:medicine,person:red_lucy,place:westside,race:human,region:mojave,role:medic"
refugee,"community:new_vegas,faction:ncr,person:refugee,place:new_vegas,race:human,region:mojave"
regis,"community:red_rock_canyon,domain:politics,faction:great_khans,person:regis,place:red_rock_canyon,race:human,region:mojave"
reina,"person:reina,race:dog,region:mojave,role:soldier"
rex,"community:freeside,person:rex,place:freeside,region:mojave,role:soldier"
rey,"person:rey,race:dog,region:mojave,role:soldier"
rhonda,"person:rhonda,race:robot"
rick_lancer,"community:new_vegas,domain:survival,domain:trade,person:rick_lancer,place:new_vegas,race:human,region:mojave,role:caravaner,role:survivalist"
ricky,"community:zion_canyon,domain:survival,person:ricky,place:zion_canyon,race:human,region:mojave,role:caravaner,role:survivalist"
ringo__gsringo,"community:goodsprings,domain:trade,faction:powder_gangers,person:ringo,place:goodsprings,race:human,region:mojave,role:caravaner"
ringo__gsringo_155,"community:goodsprings,domain:firearms,domain:survival,domain:trade,faction:powder_gangers,person:ringo,place:goodsprings,race:human,region:mojave,role:caravaner,role:survivalist"
roger_westin_iii,"community:hoover_dam,domain:firearms,domain:military,faction:ncr,person:roger_westin_iii,place:hoover_dam,race:human,region:mojave,role:military"
roller,"community:new_vegas,person:roller,place:new_vegas,race:human,region:mojave,role:leader"
ron_the_narrator,"community:new_vegas,domain:history,person:ron_the_narrator,place:new_vegas,race:human,region:mojave"
rose_fallout_2,"person:rose_fallout_2,race:human"
rose_of_sharon_cassidy,"domain:survival,domain:trade,person:rose_of_sharon_cassidy,race:human,region:mojave,role:caravaner,role:merchant,role:survivalist"
rotface,"community:freeside,domain:survival,person:rotface,place:freeside,race:ghoul,region:mojave,role:survivalist"
roulette_dealer,"community:new_vegas,person:roulette_dealer,place:new_vegas,race:human,region:mojave"
roxie,"community:big_mt,person:roxie,place:big_mt,race:robot,region:mojave,role:soldier"
roy,"community:freeside,domain:survival,person:roy,place:freeside,race:human,region:mojave,role:survivalist"
roy_gottlieb,"domain:politics,person:roy_gottlieb,race:human,role:leader"
royez,"community:new_vegas_strip,domain:military,faction:ncr,person:royez,place:new_vegas_strip,region:mojave,role:military"
ruby_nash,"community:primm,person:ruby_nash,place:primm,race:human,region:mojave"
ry-589_ultimo_bot,"community:big_mt,person:ry_589_ultimo_bot,place:big_mt,region:mojave"
saint_james,"community:westside,person:saint_james,place:westside,region:mojave"
salt-upon-wounds,"community:zion_canyon,person:salt_upon_wounds,place:zion_canyon,race:human,region:mojave,role:leader,role:tribal"
sammy_weathers,"domain:survival,person:sammy_weathers,race:human,region:mojave,role:survivalist"
sammy_wins,"community:new_vegas,person:sammy_wins,place:new_vegas,race:human,region:mojave"
samuel_cooke,"community:hoover_dam,domain:explosives,person:samuel_cooke,place:hoover_dam,race:human,region:mojave,role:leader"
samuel_kerr,"community:primm,domain:military,domain:survival,domain:trade,person:samuel_kerr,place:primm,race:human,region:mojave,role:merchant,role:military,role:survivalist"
santiago,"community:freeside,person:santiago,place:freeside,race:human,region:mojave"
sarah_weintraub,"community:new_vegas,person:sarah_weintraub,place:new_vegas,race:human,region:mojave"
schiller,"domain:medicine,faction:followers_of_the_apocalypse,person:schiller,race:human,region:mojave,role:doctor,role:medic"
scorpions_gang_member,"community:westside,domain:firearms,person:scorpions_gang_member,place:westside,race:human,region:mojave"
scrambler,"faction:ncr,faction:powder_gangers,person:scrambler,race:human,region:mojave,role:leader,role:soldier"
scribe__fnv_category_fallout_new_vegas_human_characters,"community:hidden_valley,domain:chemistry,domain:technology,faction:brotherhood_of_steel,person:scribe,place:hidden_valley,region:mojave,role:researcher"
